nameWithOwner,stargazerCount,releases,pushedAt,primaryLanguage,closedIssues,totalIssues
ashishps1/awesome-system-design-resources,40797,0,2026-02-16T18:32:29Z,Java,27,35
chatanywhere/GPT_API_free,40788,0,2026-07-28T19:03:18Z,,438,439
facebookresearch/faiss,40779,28,2026-08-19T22:06:01Z,C++,2564,2779
vim/vim,40777,0,2026-08-20T21:29:35Z,Vim Script,8167,9732
appsmithorg/appsmith,40713,308,2026-08-20T19:05:24Z,TypeScript,19323,23749
remoteintech/remote-jobs,40690,0,2026-08-11T12:07:57Z,JavaScript,200,204
PatrickJS/awesome-cursorrules,40625,0,2026-05-30T18:01:29Z,JavaScript,58,66
GyulyVGC/sniffnet,40618,18,2026-08-20T22:21:27Z,Rust,312,368
bradtraversy/50projects50days,40615,0,2025-02-26T13:49:39Z,CSS,0,0
ToolJet/ToolJet,40605,596,2026-08-20T19:24:11Z,JavaScript,4732,5284
chakra-ui/chakra-ui,40581,1000,2026-08-20T19:13:33Z,TypeScript,4354,4358
trpc/trpc,40526,239,2026-08-13T21:58:09Z,TypeScript,1210,1365
duckdb/duckdb,40477,63,2026-08-20T18:48:29Z,C++,6889,7451
pingcap/tidb,40456,215,2026-08-20T23:44:16Z,Go,18684,23899
wg/wrk,40387,0,2023-12-30T10:33:51Z,C,0,0
LizardByte/Sunshine,40370,46,2026-08-20T21:46:41Z,C++,1258,1356
nushell/nushell,40303,124,2026-08-20T21:09:07Z,Rust,5906,7287
php/php-src,40302,60,2026-08-20T21:27:52Z,C,4409,5364
CorentinTh/it-tools,40296,10,2026-08-16T11:35:00Z,Vue,225,712
ManimCommunity/manim,40284,34,2026-08-20T18:02:15Z,Python,1405,1806
outline/outline,40261,166,2026-08-20T12:45:53Z,TypeScript,4198,4230
bojieli/ai-agent-book,40254,1,2026-08-20T10:40:37Z,Python,170,174
phaserjs/phaser,40176,178,2026-07-09T14:33:40Z,JavaScript,4543,4651
langchain-ai/langgraph,40121,560,2026-08-20T07:50:25Z,Python,1053,1514
microsoft/BitNet,40107,0,2026-07-27T05:52:06Z,C++,103,306
photoprism/photoprism,40094,83,2026-08-20T16:53:06Z,Go,2207,2642
gofiber/fiber,40066,142,2026-08-20T13:04:32Z,Go,1701,1738
google-research/bert,40048,0,2024-07-23T23:39:41Z,Python,355,1145
evanw/esbuild,40008,315,2026-08-09T17:20:12Z,Go,3376,3920
schollz/croc,39984,211,2026-08-20T19:41:17Z,Go,620,623
Kong/insomnia,39957,562,2026-08-20T20:41:29Z,TypeScript,3297,4036
go-gorm/gorm,39913,12,2026-06-25T07:21:11Z,Go,5691,6145
koalaman/shellcheck,39903,30,2026-08-04T08:32:46Z,Haskell,1901,3016
siddharthvaddem/openscreen,39874,13,2026-06-17T02:34:20Z,TypeScript,337,366
videojs/video.js,39858,336,2026-08-03T10:03:33Z,JavaScript,4816,5433
llvm/llvm-project,39837,159,2026-08-20T23:57:18Z,LLVM,68734,97959
2noise/ChatTTS,39774,7,2026-04-10T16:33:48Z,Python,619,677
DeusData/codebase-memory-mcp,39703,46,2026-08-20T23:44:12Z,C,448,831
vadimdemedes/ink,39700,81,2026-08-12T00:11:46Z,TypeScript,416,432
novuhq/novu,39622,144,2026-08-20T18:59:36Z,TypeScript,1687,1742
mindsdb/mindshub,39617,339,2026-08-20T20:57:41Z,Makefile,4435,4436
qbittorrent/qBittorrent,39595,4,2026-08-17T06:10:49Z,C++,15094,17663
floodsung/Deep-Learning-Papers-Reading-Roadmap,39545,0,2022-11-27T13:18:32Z,Python,5,58
google/styleguide,39515,0,2026-06-03T15:51:23Z,HTML,250,369
lm-sys/FastChat,39514,14,2026-05-01T00:25:53Z,Python,1077,1972
halo-dev/halo,39513,269,2026-08-18T10:08:34Z,Java,4599,4710
AstrBotDevs/AstrBot,39432,251,2026-08-19T17:06:17Z,Python,5425,6467
TeamNewPipe/NewPipe,39415,147,2026-08-20T21:39:57Z,Java,8996,10384
pola-rs/polars,39413,265,2026-08-20T15:37:45Z,Rust,10615,13138
QuivrHQ/quivr,39409,354,2025-07-09T12:55:23Z,Python,1536,1546
google/leveldb,39346,21,2026-03-11T04:06:29Z,C++,542,801
freeCodeCamp/devdocs,39324,0,2026-08-16T00:41:20Z,Ruby,1102,1283
suno-ai/bark,39244,0,2024-08-19T07:45:36Z,Jupyter Notebook,240,478
ShareX/ShareX,39224,90,2026-08-20T03:59:17Z,C#,6876,7529
drawdb-io/drawdb,39184,0,2026-08-16T22:54:03Z,JavaScript,236,368
HKUDS/LightRAG,39024,82,2026-08-20T18:37:17Z,Python,1337,1530
wshobson/agents,38963,0,2026-08-18T15:56:45Z,Python,113,116
google/googletest,38941,12,2026-08-19T19:37:00Z,C++,2073,2399
datalab-to/marker,38908,72,2026-08-07T06:33:06Z,Python,324,693
deepseek-ai/awesome-deepseek-integration,38880,0,2026-02-23T16:27:47Z,,163,201
aseprite/aseprite,38867,130,2026-08-20T21:37:06Z,C++,2731,4655
YunaiV/ruoyi-vue-pro,38855,66,2026-08-14T16:49:53Z,Java,793,802
mattermost/mattermost,38853,1000,2026-08-20T23:16:46Z,TypeScript,8751,9339
RSSNext/Folo,38833,113,2026-08-17T23:35:22Z,TypeScript,2260,2638
rapid7/metasploit-framework,38833,0,2026-08-20T22:51:47Z,Ruby,6089,6586
preactjs/preact,38824,251,2026-08-20T12:34:57Z,JavaScript,1922,1941
DioxusLabs/dioxus,38821,42,2026-08-20T02:37:22Z,Rust,1980,2611
Dogfalo/materialize,38815,41,2026-08-20T13:49:11Z,JavaScript,4598,5221
spacedriveapp/spacedrive,38801,28,2026-07-29T00:31:28Z,Rust,522,550
lapce/lapce,38755,35,2026-07-15T11:27:37Z,Rust,1210,2037
ajeetdsouza/zoxide,38749,38,2026-08-19T10:40:09Z,Rust,650,749
Yeachan-Heo/oh-my-claudecode,38688,244,2026-08-18T12:34:36Z,TypeScript,1381,1384
ant-design/ant-design-pro,38683,34,2026-08-19T17:24:35Z,TypeScript,9800,9842
bytedance/UI-TARS-desktop,38659,38,2026-08-05T02:48:59Z,TypeScript,218,538
naptha/tesseract.js,38641,57,2026-05-17T04:19:12Z,JavaScript,707,738
gto76/python-cheatsheet,38637,1,2026-07-29T14:56:37Z,Python,27,27
google-research/google-research,38590,0,2026-08-19T20:48:11Z,Jupyter Notebook,352,1464
chatchat-space/Langchain-Chatchat,38560,31,2025-11-10T09:27:42Z,Python,4242,4248
huiyadanli/RevokeMsgPatcher,38536,21,2026-08-16T12:51:44Z,C#,993,1050
kilimchoi/engineering-blogs,38532,0,2024-08-21T13:01:11Z,Ruby,77,98
google/langextract,38454,18,2026-08-19T07:21:21Z,Python,121,198
httpie/cli,38436,47,2024-12-17T17:30:35Z,Python,724,911
dotnet/aspnetcore,38385,296,2026-08-20T23:35:29Z,C#,36002,39770
istio/istio,38355,450,2026-08-20T23:04:26Z,Go,21708,22102
frappe/erpnext,38315,1000,2026-08-20T20:28:10Z,Python,16835,18607
portainer/portainer,38293,189,2026-08-20T13:17:15Z,TypeScript,5419,6118
umami-software/umami,38289,110,2026-08-20T18:26:22Z,TypeScript,2198,2235
sqlmapproject/sqlmap,38233,11,2026-08-18T12:50:42Z,Python,5409,5434
PhilJay/MPAndroidChart,38192,44,2025-06-05T07:06:39Z,Java,2898,4965
impress/impress.js,38172,15,2026-07-23T07:05:16Z,JavaScript,434,485
huihut/interview,38141,0,2025-08-24T07:01:54Z,C++,65,67
ueberdosis/tiptap,38101,985,2026-08-20T16:05:01Z,TypeScript,2932,3683
github/awesome-copilot,38076,0,2026-08-20T22:06:17Z,Python,429,486
xyflow/xyflow,38076,384,2026-08-20T21:32:10Z,TypeScript,2324,2413
harness/harness,38051,59,2026-08-20T13:39:18Z,Go,1940,2034
docker/compose,38049,284,2026-08-20T17:15:19Z,Go,8329,8392
hyprwm/Hyprland,37988,117,2026-08-20T15:24:02Z,C++,7666,7718
PostHog/posthog,37986,914,2026-08-21T00:02:45Z,Python,7105,10506
Wei-Shaw/sub2api,37831,39,2026-08-20T15:41:06Z,Go,957,3057
vlang/v,37797,304,2026-08-20T23:24:37Z,V,10723,10765
FreeCodeCampChina/freecodecamp.cn,37773,0,2023-07-16T16:48:59Z,CSS,445,588
servo/servo,37747,13,2026-08-20T23:04:52Z,Rust,13432,16354
anthropics/prompt-eng-interactive-tutorial,37733,0,2026-03-01T17:07:40Z,Jupyter Notebook,4,42
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37708,8,2026-08-04T07:47:32Z,Python,1483,2050
denysdovhan/wtfjs,37674,25,2026-07-03T09:48:44Z,JavaScript,96,119
TencentARC/GFPGAN,37656,8,2024-07-26T18:44:02Z,Python,135,510
NervJS/taro,37646,211,2026-08-20T09:45:59Z,TypeScript,12079,13572
shiyu-coder/Kronos,37644,0,2026-04-13T12:38:49Z,Python,85,291
fengdu78/Coursera-ML-AndrewNg-Notes,37598,0,2025-08-25T04:02:38Z,HTML,15,70
aquasecurity/trivy,37529,92,2026-08-20T14:52:27Z,Go,2952,3118
TriliumNext/Trilium,37523,354,2026-08-20T21:27:11Z,TypeScript,4976,5582
karpathy/LLM101n,37506,0,2024-08-01T01:20:33Z,,0,0
alibaba/arthas,37495,78,2026-08-14T02:31:32Z,Java,1772,2163
alebcay/awesome-shell,37471,0,2025-08-28T14:40:51Z,,23,64
directus/directus,37458,372,2026-08-20T20:56:47Z,TypeScript,9648,9996
stanfordnlp/dspy,37458,110,2026-08-20T21:24:45Z,Python,1343,1659
PKUanonym/REKCARC-TSC-UHT,37438,0,2026-07-19T14:30:25Z,HTML,33,37
LAION-AI/Open-Assistant,37407,127,2024-08-17T01:55:35Z,Python,1420,1648
pbatard/rufus,37375,90,2026-08-03T11:33:58Z,C,2688,2698
exacity/deeplearningbook-chinese,37361,7,2019-12-03T04:25:44Z,TeX,139,204
eugenp/tutorials,37323,0,2026-08-18T20:04:28Z,Java,778,792
openai/gym,37240,19,2026-03-26T23:13:27Z,Python,1725,1838
0voice/interview_internal_reference,37237,0,2025-10-22T09:39:06Z,Python,19,51
myshell-ai/OpenVoice,37163,0,2025-04-19T16:00:00Z,Python,75,359
SagerNet/sing-box,37158,584,2026-08-20T05:35:00Z,Go,3021,3288
lfnovo/open-notebook,37155,42,2026-08-16T14:51:59Z,TypeScript,471,577
IceWhaleTech/CasaOS,37107,97,2025-08-06T08:54:04Z,Go,904,1722
huggingface/pytorch-image-models,37075,78,2026-08-20T20:45:53Z,Python,994,1036
markedjs/marked,37068,179,2026-08-18T16:36:02Z,JavaScript,1677,1685
satwikkansal/wtfpython,37058,2,2026-01-13T19:49:12Z,Python,158,226
patchy631/ai-engineering-hub,37055,0,2026-07-27T18:43:06Z,Jupyter Notebook,28,51
fastify/fastify,37015,323,2026-08-20T17:46:23Z,JavaScript,2133,2184
mouredev/Hello-Python,37014,0,2025-08-11T12:00:01Z,Python,404,444
Textualize/textual,36986,223,2026-07-11T06:02:34Z,Python,2202,2435
AobingJava/JavaFamily,36976,0,2025-11-03T12:37:27Z,,60,66
soxoj/maigret,36920,29,2026-08-20T20:23:18Z,Python,1578,1589
babysor/MockingBird,36911,1,2026-03-03T14:59:58Z,Python,414,891
CopilotKit/CopilotKit,36908,1000,2026-08-21T00:00:14Z,TypeScript,1106,1230
blader/humanizer,36857,4,2026-08-19T05:58:53Z,Python,89,97
musistudio/claude-code-router,36773,22,2026-08-20T08:46:00Z,TypeScript,392,1294
ashishpatel26/500-AI-Agents-Projects,36765,0,2026-07-27T05:40:40Z,Python,10,46
shadowsocks/shadowsocks-android,36758,186,2026-08-09T11:06:54Z,Kotlin,2458,2526
Dokploy/dokploy,36744,170,2026-08-20T15:55:01Z,TypeScript,1640,2129
google-ai-edge/mediapipe,36677,67,2026-08-20T20:44:16Z,C++,5315,5666
veggiemonk/awesome-docker,36674,1,2026-08-19T15:33:40Z,,151,155
ZuodaoTech/everyone-can-use-english,36671,48,2026-06-29T09:40:15Z,TypeScript,383,505
microsoft/Data-Science-For-Beginners,36667,0,2026-08-20T01:11:34Z,Jupyter Notebook,137,138
HKUDS/DeepTutor,36653,69,2026-08-20T06:18:04Z,Python,299,374
jaywcjlove/linux-command,36634,32,2026-08-11T18:01:06Z,Markdown,139,212
date-fns/date-fns,36632,127,2026-08-10T08:47:59Z,TypeScript,1390,2055
typeorm/typeorm,36631,45,2026-08-13T06:47:32Z,TypeScript,8195,8637
khoj-ai/khoj,36606,173,2026-08-02T01:55:40Z,Python,506,605
mpv-player/mpv,36605,89,2026-08-20T19:19:38Z,C,10148,11147
1Panel-dev/1Panel,36589,125,2026-08-20T10:46:56Z,Go,6608,6898
xinntao/Real-ESRGAN,36530,10,2024-08-06T13:15:18Z,Python,179,764
inkonchain/docs,36523,0,2026-08-13T14:41:21Z,MDX,13,41
nextcloud/server,36504,463,2026-08-20T20:35:42Z,PHP,18828,21468
songquanpeng/one-api,36499,55,2026-01-09T03:26:43Z,JavaScript,901,1832
glanceapp/glance,36482,34,2026-08-20T01:02:00Z,Go,310,534
doocs/leetcode,36478,21,2026-08-19T13:10:20Z,Java,60,64
hankcs/HanLP,36477,62,2025-11-15T23:08:17Z,Python,1416,1424
inkonchain/node,36476,6,2026-08-05T18:22:59Z,Shell,14,31
open-guides/og-aws,36438,0,2024-08-16T02:51:54Z,Shell,89,229
tinyhumansai/openhuman,36419,56,2026-08-20T21:12:48Z,Rust,1717,1901
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36416,0,2025-08-01T11:54:09Z,,26,77
GorvGoyl/Clone-Wars,36401,0,2024-08-06T12:31:36Z,,70,90
inkonchain/ink-kit,36383,0,2025-10-20T15:44:41Z,TypeScript,3,5
formulahendry/955.WLB,36360,0,2025-02-03T05:15:20Z,,82,262
SheetJS/sheetjs,36322,0,2024-04-18T08:06:46Z,,2266,2385
keycloak/keycloak,36314,112,2026-08-20T21:14:31Z,Java,17286,19955
microsoft/playwright-mcp,36311,69,2026-08-20T17:47:50Z,TypeScript,876,877
reworkd/AgentGPT,36305,12,2025-04-29T01:19:32Z,TypeScript,337,469
ItzCrazyKns/Vane,36303,34,2026-04-11T14:33:06Z,TypeScript,444,675
AdguardTeam/AdGuardHome,36262,244,2026-08-20T08:50:18Z,TypeScript,4894,6052
Yuan1z0825/nature-skills,36247,0,2026-08-20T07:03:35Z,Python,30,30
PDFMathTranslate/PDFMathTranslate,36244,24,2026-08-21T00:04:13Z,Python,757,881
jax-ml/jax,36186,140,2026-08-20T23:52:45Z,Python,5509,7234
firecracker-microvm/firecracker,36173,90,2026-08-20T18:28:03Z,Rust,1459,1510
pnpm/pnpm,36150,1000,2026-08-20T23:51:33Z,Rust,3849,6175
hashicorp/vault,36148,182,2026-08-20T23:05:30Z,Go,5430,6587
carbon-app/carbon,36090,215,2026-02-10T05:07:19Z,JavaScript,629,696
geekxh/hello-algorithm,36090,0,2023-06-13T04:13:17Z,Java,33,44
Crosstalk-Solutions/project-nomad,36055,76,2026-08-19T15:39:49Z,TypeScript,494,538
lerna/lerna,36050,253,2026-08-19T13:42:19Z,TypeScript,2418,2702
slatedocs/slate,36039,28,2026-02-01T05:54:12Z,,559,609
chatwoot/chatwoot,36023,149,2026-08-20T13:32:09Z,Ruby,4806,5772
zsh-users/zsh-autosuggestions,35999,0,2025-06-24T16:15:03Z,Shell,458,624
OpenBMB/VoxCPM,35933,14,2026-08-12T14:14:37Z,Python,227,321
medusajs/medusa,35926,163,2026-08-20T21:26:23Z,TypeScript,3859,3917
filebrowser/filebrowser,35914,157,2026-07-31T10:06:58Z,Go,2975,2975
wailsapp/wails,35899,357,2026-08-20T23:12:14Z,Go,2363,2526
solidjs/solid,35884,37,2026-08-20T22:47:27Z,TypeScript,1361,1381
searxng/searxng,35818,0,2026-08-20T16:09:27Z,Python,1466,1644
XingangPan/DragGAN,35763,0,2024-05-18T17:51:40Z,Python,46,192
junegunn/vim-plug,35751,8,2026-05-22T13:40:34Z,Vim Script,972,1045
alan2207/bulletproof-react,35732,0,2026-05-14T13:53:04Z,TypeScript,81,118
airbnb/lottie-android,35704,63,2026-02-15T22:03:57Z,Java,1755,1814
permissionlesstech/bitchat,35703,20,2026-08-16T06:06:55Z,Swift,365,404
jondot/awesome-react-native,35691,0,2024-07-05T13:12:41Z,JavaScript,38,77
koajs/koa,35688,18,2026-08-11T12:48:44Z,JavaScript,915,933
opentofu/manifesto,35674,0,2025-03-18T18:26:51Z,HTML,14,26
restic/restic,35628,51,2026-08-01T20:25:16Z,Go,2546,3011
gchq/CyberChef,35623,458,2026-08-20T10:50:23Z,JavaScript,822,1249
microsoft/graphrag,35598,41,2026-08-19T15:22:39Z,Python,832,837
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35585,0,2025-01-01T19:14:38Z,JavaScript,20,30
continuedev/continue,35562,827,2026-08-20T10:27:05Z,TypeScript,6179,6665
refinedev/refine,35547,1000,2026-06-05T15:19:38Z,TypeScript,1734,1743
drizzle-team/drizzle-orm,35534,182,2026-08-19T09:27:02Z,TypeScript,2346,3722
jqlang/jq,35478,16,2026-08-12T19:02:39Z,C,1990,2350
alvarotrigo/fullPage.js,35409,109,2026-03-17T16:13:31Z,JavaScript,4045,4155
tailscale/tailscale,35399,160,2026-08-20T22:46:12Z,Go,6598,10592
casey/just,35394,146,2026-08-20T23:01:29Z,Rust,1298,1468
kuchin/awesome-cto,35353,0,2026-03-02T12:50:21Z,,15,15
nativefier/nativefier,35288,99,2023-09-29T13:45:16Z,TypeScript,982,1237
typicode/husky,35277,80,2026-03-19T23:03:16Z,JavaScript,1032,1114
VectifyAI/PageIndex,35270,8,2026-08-20T20:39:58Z,Python,53,121
geekcomputers/Python,35265,0,2026-08-17T11:05:26Z,Python,162,542
blakeblackshear/frigate,35254,81,2026-08-19T13:17:54Z,TypeScript,5955,6032
sahat/hackathon-starter,35243,18,2026-08-20T13:29:25Z,JavaScript,727,728
hehonghui/awesome-english-ebooks,35240,0,2026-08-20T21:21:57Z,CSS,0,0
fxsjy/jieba,35122,9,2024-08-21T09:23:45Z,Python,231,877
geekan/HowToLiveLonger,35099,0,2025-05-19T14:10:41Z,,103,142
DayuanJiang/next-ai-draw-io,35099,18,2026-08-20T22:10:35Z,TypeScript,189,332
utmapp/UTM,35068,130,2026-08-05T07:54:18Z,Swift,2630,3706
unknwon/the-way-to-go_ZH_CN,35036,0,2024-08-14T07:04:25Z,Go,0,0
netty/netty,35036,13,2026-08-20T17:36:04Z,Java,6365,6950
bumptech/glide,35025,59,2026-08-20T17:51:21Z,Java,3941,4534
sorrycc/awesome-javascript,35017,0,2026-08-19T17:00:42Z,,107,112
zellij-org/zellij,35015,70,2026-08-20T09:12:36Z,Rust,1309,2836
esengine/DeepSeek-Reasonix,34952,194,2026-08-20T23:36:50Z,Go,3056,4151
awesome-foss/awesome-sysadmin,34941,0,2026-08-19T09:58:40Z,,108,108
gitroomhq/postiz-app,34924,199,2026-08-20T10:48:53Z,TypeScript,635,791
laravel/framework,34876,966,2026-08-20T14:20:57Z,PHP,19255,19315
facebookresearch/detectron2,34677,10,2026-08-19T05:38:53Z,Python,3102,3574
qishibo/AnotherRedisDesktopManager,34654,55,2026-08-20T12:35:19Z,JavaScript,975,1118
TheAlgorithms/C-Plus-Plus,34589,0,2025-10-11T14:51:22Z,C++,334,344
BVLC/caffe,34560,14,2024-07-31T23:10:28Z,C++,3939,5229
lissy93/web-check,34557,3,2026-08-11T09:01:27Z,TypeScript,145,149
ocrmypdf/OCRmyPDF,34519,62,2026-08-18T23:58:51Z,Python,1268,1360
kovidgoyal/kitty,34512,143,2026-08-20T21:28:14Z,Python,6984,6994
v2fly/v2ray-core,34499,130,2026-08-20T22:53:17Z,Go,1088,1113
nothings/stb,34453,0,2026-08-02T06:42:09Z,C,738,987
anthropics/financial-services,34434,0,2026-08-04T14:41:29Z,Python,9,88
raysan5/raylib,34408,25,2026-08-20T14:25:23Z,C,2218,2228
derailed/k9s,34398,258,2026-08-20T20:53:12Z,Go,2329,2376
SeleniumHQ/selenium,34382,120,2026-08-20T11:36:11Z,Java,11132,11230
CMU-Perceptual-Computing-Lab/openpose,34374,15,2024-08-03T01:59:11Z,C++,1667,2007
huggingface/diffusers,34347,93,2026-08-20T21:23:02Z,Python,4726,5531
xitu/gold-miner,34328,0,2024-04-17T09:44:37Z,,5590,5604
jaredpalmer/formik,34325,200,2025-11-10T17:02:06Z,TypeScript,1567,2270
nodejs/node-v0.x-archive,34288,0,2024-08-15T20:32:32Z,,6379,6379
python-poetry/poetry,34288,151,2026-08-17T22:01:20Z,Python,5871,6359
agentscope-ai/QwenPaw,34222,108,2026-08-20T10:42:56Z,Python,2961,3555
TheAlgorithms/JavaScript,34222,0,2026-03-07T14:45:13Z,JavaScript,203,224
balena-io/etcher,34198,291,2026-06-02T09:25:23Z,TypeScript,1862,2502
backstage/backstage,34196,542,2026-08-20T17:30:06Z,TypeScript,7552,7736
openai/CLIP,34195,0,2026-03-25T18:46:40Z,Jupyter Notebook,193,445
swc-project/swc,34179,818,2026-08-20T15:56:45Z,Rust,3879,4236
seaweedfs/seaweedfs,34178,316,2026-08-20T19:38:44Z,Go,3339,4025
ehang-io/nps,34172,59,2024-05-30T03:51:08Z,Go,699,1204
lightpanda-io/browser,34160,20,2026-08-20T23:40:10Z,Zig,427,503
aristocratos/btop,34126,55,2026-08-08T19:49:45Z,C++,525,983
zenorocha/clipboard.js,34121,42,2026-02-12T18:51:57Z,JavaScript,618,629
qdrant/qdrant,34099,116,2026-08-20T23:44:32Z,Rust,1471,1964
testerSunshine/12306,34092,1,2023-04-02T03:19:43Z,Python,466,690
xkcoding/spring-boot-demo,34083,0,2024-07-24T02:02:52Z,Java,74,175
OpenBMB/ChatDev,34077,12,2026-07-24T08:01:27Z,Python,287,333
lllyasviel/ControlNet,34075,0,2024-02-25T09:49:39Z,Python,138,576
zxing/zxing,34071,32,2026-08-17T06:52:29Z,Java,1352,1352
fish-shell/fish-shell,34045,67,2026-08-20T01:18:54Z,Rust,7668,8183
chenfei-wu/TaskMatrix,34008,0,2024-01-06T02:41:20Z,Python,136,364
K-Dense-AI/scientific-agent-skills,34005,101,2026-08-19T22:41:49Z,Python,75,78
MonitorControl/MonitorControl,34004,26,2026-08-11T12:43:28Z,Swift,1014,1027
atlassian/react-beautiful-dnd,33948,68,2025-08-18T04:35:31Z,JavaScript,1047,1618
NginxProxyManager/nginx-proxy-manager,33917,88,2026-08-12T03:02:03Z,TypeScript,2569,3319
pcottle/learnGitBranching,33909,0,2026-08-20T15:17:10Z,JavaScript,494,550
lib-pku/libpku,33876,0,2022-01-05T04:09:27Z,TeX,32,43
carbon-language/carbon-lang,33864,766,2026-08-20T16:07:10Z,C++,660,868
explosion/spaCy,33836,137,2026-08-07T11:44:36Z,Python,5594,5770
TabbyML/tabby,33831,249,2026-06-30T20:38:02Z,Rust,756,1013
halfrost/LeetCode-Go,33794,5,2026-08-20T22:13:14Z,Go,82,82
k3s-io/k3s,33771,1000,2026-08-20T23:14:07Z,Go,7638,7690
SerenityOS/serenity,33765,0,2026-08-20T18:51:12Z,C++,3589,4315
anthropics/claude-plugins-official,33751,0,2026-08-20T21:40:38Z,Python,173,1082
mli/paper-reading,33712,0,2025-03-22T03:49:35Z,,0,0
Pythagora-io/gpt-pilot,33687,0,2026-06-18T18:38:25Z,Python,316,558
valinet/ExplorerPatcher,33671,300,2026-07-06T12:44:31Z,C,2450,2805
alibaba/easyexcel,33670,14,2024-10-29T06:07:07Z,Java,3128,3617
anoma/anoma,33654,12,2026-06-15T14:56:43Z,Elixir,630,720
binwiederhier/ntfy,33647,108,2026-08-20T14:18:56Z,Go,950,1274
Blankj/AndroidUtilCode,33635,117,2024-08-15T10:38:10Z,Java,1285,1597
bayandin/awesome-awesomeness,33613,0,2024-06-02T22:46:41Z,Ruby,52,71
apache/kafka,33578,0,2026-08-20T22:00:38Z,Java,0,0
shadowsocks/shadowsocks,33561,2,2024-04-01T09:07:32Z,Python,0,0
langfuse/langfuse,33479,658,2026-08-20T22:03:34Z,TypeScript,2576,2875
tinygrad/tinygrad,33474,15,2026-08-20T23:45:54Z,Python,1069,1183
microsoft/WSL,33460,108,2026-08-20T23:23:12Z,C++,11531,12442
XX-net/XX-Net,33451,390,2026-06-21T23:53:56Z,Python,5445,13368
MetaCubeX/mihomo,33395,62,2026-08-20T12:40:02Z,Python,1537,1987
AFNetworking/AFNetworking,33392,40,2023-01-17T19:30:05Z,Objective-C,0,0
nicolargo/glances,33389,61,2026-08-18T11:20:49Z,Python,2124,2220
lutzroeder/netron,33371,9,2026-08-18T12:11:10Z,JavaScript,1257,1272
mckaywrigley/chatbot-ui,33342,0,2024-08-03T00:38:07Z,TypeScript,819,1011
google/comprehensive-rust,33320,0,2026-08-05T08:02:33Z,Rust,256,373
remix-run/remix,33311,639,2026-08-20T23:03:56Z,TypeScript,2747,2776
motiondivision/motion,33297,0,2026-08-20T09:50:40Z,TypeScript,1840,1943
alibaba/nacos,33286,98,2026-08-20T13:04:48Z,Java,9620,9786
AlexsJones/llmfit,33277,128,2026-08-20T13:43:00Z,Rust,190,239
dgtlmoon/changedetection.io,33273,216,2026-08-20T16:11:15Z,Python,1432,1745
zeromicro/go-zero,33265,154,2026-08-20T19:53:46Z,Go,1888,1995
waydabber/BetterDisplay,33258,133,2026-08-18T21:57:21Z,,3070,3289
linshenkx/prompt-optimizer,33215,47,2026-08-13T14:23:12Z,TypeScript,217,224
certbot/certbot,33206,72,2026-08-18T20:29:04Z,Python,5450,5572
bilibili/ijkplayer,33195,0,2024-08-13T00:53:33Z,C,2545,5382
vbenjs/vue-vben-admin,33179,63,2026-08-19T19:47:38Z,Vue,4068,4137
qier222/YesPlayMusic,33175,32,2026-06-14T12:57:40Z,Vue,1203,1849
Leey21/awesome-ai-research-writing,33164,0,2026-08-19T02:47:43Z,,21,26
