nameWithOwner,stargazerCount,createdAt,pullRequests,releases,pushedAt,primaryLanguage,closedIssues,totalIssues
remix-run/react-router,56563,2014-05-16T22:22:51Z,3652,344,2026-08-20T20:32:19Z,TypeScript,8294,8392
makeplane/plane,56488,2022-11-19T12:55:01Z,6446,63,2026-08-20T12:41:51Z,TypeScript,1116,1914
golang-standards/project-layout,56478,2017-09-09T16:33:26Z,98,0,2026-04-28T17:18:05Z,Makefile,44,116
usestrix/strix,56207,2025-08-05T21:28:30Z,373,26,2026-08-20T23:27:05Z,Python,191,320
Zie619/n8n-workflows,56159,2025-05-14T08:43:59Z,34,1,2026-06-24T14:16:03Z,Python,80,105
laurent22/joplin,56030,2017-01-16T21:49:41Z,5998,418,2026-08-20T19:26:29Z,TypeScript,7633,8242
jellyfin/jellyfin,55996,2018-12-09T06:36:45Z,5627,112,2026-08-20T23:13:25Z,C#,8314,8692
gatsbyjs/gatsby,55943,2015-05-21T22:43:05Z,18304,158,2026-08-20T20:50:14Z,JavaScript,13910,14128
Raphire/Win11Debloat,55783,2020-10-27T22:26:59Z,130,37,2026-08-16T20:49:09Z,PowerShell,356,388
azl397985856/leetcode,55758,2018-03-30T09:13:51Z,257,40,2025-07-16T09:42:17Z,JavaScript,248,258
firstcontributions/first-contributions,55585,2016-09-20T14:35:09Z,103403,0,2026-08-20T21:36:33Z,,1497,1514
typst/typst,55548,2019-09-24T21:41:56Z,2495,30,2026-08-17T13:16:08Z,Rust,3282,4496
FlowiseAI/Flowise,55384,2023-03-31T12:23:09Z,1820,85,2026-08-13T12:38:19Z,TypeScript,1973,2673
twentyhq/twenty,55208,2022-12-01T13:04:40Z,14089,102,2026-08-21T00:19:28Z,TypeScript,6733,6848
AntonOsika/gpt-engineer,55130,2023-04-29T12:52:15Z,351,21,2025-05-14T10:15:10Z,Python,471,503
PowerShell/PowerShell,55022,2016-01-13T23:41:35Z,8471,214,2026-08-20T23:21:01Z,C#,12270,13557
romkatv/powerlevel10k,54947,2019-02-24T19:09:45Z,170,33,2026-08-15T09:23:06Z,Shell,2492,2620
ngosang/trackerslist,54921,2016-04-24T11:57:57Z,1,0,2026-08-20T22:09:50Z,,528,539
jingyaogong/minimind,54884,2024-07-27T04:34:12Z,12,2,2026-08-06T14:08:38Z,Python,608,634
TryGhost/Ghost,54827,2013-05-04T11:09:13Z,18470,1000,2026-08-20T23:36:38Z,JavaScript,7299,7328
facebookresearch/segment-anything,54731,2023-03-23T17:03:03Z,16,0,2024-09-18T17:46:55Z,Jupyter Notebook,182,718
WerWolv/ImHex,54523,2020-11-10T14:27:00Z,782,82,2026-08-20T20:59:39Z,C++,1292,1647
wagoodman/dive,54481,2018-05-13T15:44:01Z,164,28,2025-12-15T17:20:36Z,Go,206,375
lencx/ChatGPT,54448,2022-12-07T09:43:02Z,123,34,2024-08-29T17:58:11Z,Rust,373,1280
maybe-finance/maybe,54321,2024-01-01T22:23:46Z,1073,28,2025-07-24T22:20:44Z,Ruby,0,0
psf/requests,54243,2011-02-13T18:38:17Z,1697,19,2026-08-17T19:03:16Z,Python,4026,4173
vuejs/core,54221,2018-06-12T13:49:36Z,4068,292,2026-08-21T00:23:28Z,TypeScript,5526,6085
agalwood/Motrix,54158,2018-12-18T11:45:05Z,239,29,2026-08-20T23:40:36Z,TypeScript,611,1383
ElemeFE/element,54057,2016-09-03T06:19:26Z,3228,145,2024-08-20T07:40:13Z,Vue,15246,17891
odoo/odoo,53826,2014-05-13T15:38:58Z,6183,0,2026-08-21T00:27:03Z,Python,15363,19127
google/material-design-icons,53789,2014-10-08T18:01:28Z,50,16,2026-08-14T03:02:13Z,,1186,1596
mozilla/pdf.js,53760,2011-04-26T06:32:03Z,9229,88,2026-08-21T00:16:08Z,JavaScript,10199,10565
necolas/normalize.css,53519,2011-05-04T10:20:25Z,56,0,2024-06-12T20:36:06Z,CSS,471,518
freqtrade/freqtrade,53474,2017-05-17T23:48:53Z,6696,116,2026-08-20T18:51:41Z,Python,5631,5654
JetBrains/kotlin,53357,2012-02-13T17:29:58Z,3627,300,2026-08-21T00:24:44Z,Kotlin,0,0
chinese-poetry/chinese-poetry,53195,2016-09-02T03:32:25Z,138,1,2026-06-17T01:56:08Z,JavaScript,92,218
vsouza/awesome-ios,53116,2014-07-10T16:03:45Z,2256,0,2026-06-24T14:58:10Z,Swift,494,500
aaif-goose/goose,53068,2024-08-23T19:03:36Z,5951,146,2026-08-21T00:06:50Z,Rust,2645,2808
ggml-org/whisper.cpp,53061,2022-09-25T18:26:37Z,1026,40,2026-08-20T13:59:55Z,C++,895,1963
microsoft/VibeVoice,53018,2025-08-25T13:24:01Z,41,0,2026-07-24T09:24:29Z,Python,118,243
lyswhut/lx-music-desktop,52928,2019-08-14T14:31:08Z,101,113,2026-08-04T16:14:05Z,TypeScript,1306,2529
dockur/windows,52917,2024-01-14T13:09:40Z,913,126,2026-08-20T23:10:08Z,Shell,1017,1035
sickcodes/Docker-OSX,52867,2020-06-04T11:01:37Z,109,0,2025-11-11T05:23:57Z,Shell,289,686
hesreallyhim/awesome-claude-code,52721,2025-04-19T20:55:59Z,221,0,2026-08-21T00:13:39Z,Python,1138,2031
ionic-team/ionic-framework,52622,2013-08-20T23:06:02Z,6802,950,2026-08-20T23:53:27Z,TypeScript,21630,22198
jesseduffield/lazydocker,52560,2019-05-18T08:53:50Z,195,47,2026-04-19T02:51:06Z,Go,216,413
lllyasviel/Fooocus,52448,2023-08-09T18:43:40Z,448,21,2025-12-01T19:17:07Z,Python,1421,1668
prettier/prettier,52207,2016-11-29T17:13:37Z,10242,144,2026-08-20T13:03:37Z,JavaScript,6163,7326
xai-org/grok-1,52159,2024-03-17T08:53:38Z,5,0,2024-08-30T04:17:25Z,Python,0,0
etcd-io/etcd,52139,2013-07-06T21:57:21Z,10620,292,2026-08-20T17:37:09Z,Go,7133,7248
bmad-code-org/BMAD-METHOD,52119,2025-04-13T14:54:25Z,842,39,2026-08-20T13:46:24Z,JavaScript,975,1078
VoltAgent/awesome-openclaw-skills,52088,2026-01-25T09:22:32Z,150,0,2026-08-20T07:44:35Z,,84,84
diegosouzapw/OmniRoute,51979,2026-02-13T12:38:31Z,5640,279,2026-08-21T00:20:00Z,TypeScript,3340,3604
anthropics/claude-cookbooks,51921,2023-08-15T20:23:51Z,198,0,2026-08-19T20:42:54Z,Jupyter Notebook,138,213
google/guava,51887,2014-05-29T16:23:17Z,1441,60,2026-08-20T16:28:35Z,Java,3051,3669
dkhamsing/open-source-ios-apps,51782,2015-01-26T23:32:34Z,1715,37,2026-08-20T14:42:39Z,,357,357
run-llama/llama_index,51773,2022-11-02T04:24:54Z,7948,433,2026-08-20T15:46:41Z,Python,7079,7255
expo/expo,51718,2016-08-15T17:14:25Z,23883,0,2026-08-20T22:59:05Z,TypeScript,19003,19292
Avik-Jain/100-Days-Of-ML-Code,51661,2018-07-05T09:11:43Z,6,0,2023-12-29T07:57:53Z,,0,0
jekyll/jekyll,51640,2008-10-20T06:29:03Z,3205,112,2026-08-03T17:55:37Z,Ruby,4809,4939
dbeaver/dbeaver,51486,2015-10-21T08:26:28Z,7368,254,2026-08-20T20:32:20Z,Java,17286,20514
poteto/hiring-without-whiteboards,51436,2017-03-15T05:09:01Z,1335,0,2026-06-06T02:10:59Z,JavaScript,0,0
charlax/professional-programming,51434,2015-11-07T05:07:52Z,44,0,2026-07-15T15:55:09Z,Python,32,33
DefinitelyTyped/DefinitelyTyped,51381,2012-10-05T16:39:45Z,53497,1,2026-08-21T00:02:08Z,TypeScript,7561,8118
ethereum/go-ethereum,51299,2013-12-26T13:05:46Z,9279,232,2026-08-20T08:58:15Z,Go,8520,8717
justjavac/wechat-miniapp-radar,51182,2016-09-22T20:04:48Z,313,0,2026-08-07T01:04:58Z,TypeScript,35,35
Semantic-Org/Semantic-UI,51027,2013-04-08T23:32:04Z,356,154,2024-11-27T21:01:48Z,JavaScript,5269,6233
cypress-io/cypress,50978,2015-03-04T00:46:28Z,8859,402,2026-08-20T23:42:20Z,TypeScript,14552,15573
jamiepine/voicebox,50967,2026-01-25T12:27:03Z,147,25,2026-08-09T00:03:42Z,TypeScript,191,682
CherryHQ/cherry-studio,50843,2024-05-24T01:56:26Z,4978,277,2026-08-21T00:20:22Z,TypeScript,10301,11209
bannedbook/fanqiang,50423,2015-01-14T00:34:25Z,3,3,2026-08-20T07:14:55Z,Kotlin,502,836
nlohmann/json,50414,2013-07-04T08:47:49Z,1159,45,2026-08-20T23:41:15Z,C++,2374,2409
mastodon/mastodon,50234,2016-02-22T15:01:25Z,20655,361,2026-08-20T19:58:51Z,Ruby,8780,13104
TanStack/query,50175,2019-09-10T19:23:58Z,3834,1000,2026-08-20T17:08:06Z,TypeScript,2291,2348
skylot/jadx,50144,2013-03-18T17:08:21Z,654,35,2026-08-19T18:52:12Z,Java,1690,2119
serhii-londar/open-source-mac-os-apps,50102,2017-11-03T02:35:33Z,615,0,2026-08-20T20:45:48Z,,211,234
AlistGo/alist,50067,2020-12-23T17:40:29Z,974,149,2026-08-05T08:04:29Z,Go,3974,4496
jgthms/bulma,50051,2016-01-23T23:48:34Z,646,22,2026-03-01T20:13:02Z,CSS,2404,2753
stablyai/orca,50019,2026-03-17T03:28:57Z,7879,933,2026-08-21T00:25:50Z,TypeScript,1970,3990
chenglou/pretext,49949,2026-03-07T21:06:28Z,7,0,2026-06-23T05:01:09Z,TypeScript,50,96
tldraw/tldraw,49882,2021-05-09T11:48:37Z,5542,134,2026-08-20T17:52:41Z,TypeScript,2294,2713
Lordog/dive-into-llms,49833,2024-04-08T13:11:40Z,11,1,2025-10-10T06:25:48Z,Jupyter Notebook,17,26
huginn/huginn,49825,2013-03-10T06:00:31Z,1179,1,2026-08-15T05:06:36Z,Ruby,1580,2193
NARKOZ/hacker-scripts,49801,2015-11-21T19:05:09Z,63,0,2023-10-23T21:01:40Z,JavaScript,68,106
jakevdp/PythonDataScienceHandbook,49656,2016-08-10T14:24:36Z,28,0,2024-06-26T19:17:33Z,Jupyter Notebook,84,210
roboflow/supervision,49591,2022-11-28T14:08:44Z,1382,40,2026-08-20T11:58:54Z,Python,505,544
pandas-dev/pandas,49527,2010-08-24T01:37:33Z,29424,122,2026-08-20T21:50:39Z,Python,25874,28481
kelseyhightower/kubernetes-the-hard-way,49517,2016-07-07T14:15:27Z,73,0,2025-04-10T06:11:47Z,,416,441
ChromeDevTools/chrome-devtools-mcp,49497,2025-09-11T10:39:55Z,1145,58,2026-08-20T18:29:16Z,TypeScript,434,507
hashicorp/terraform,49495,2014-03-13T22:25:48Z,13651,437,2026-08-20T18:37:49Z,Go,19992,21747
chen08209/FlClash,49398,2023-08-15T07:47:22Z,2,106,2026-08-20T02:58:24Z,Dart,1514,2033
ClickHouse/ClickHouse,49368,2016-06-02T08:28:18Z,69272,830,2026-08-21T00:26:12Z,C++,25455,30436
astral-sh/ruff,49271,2022-08-09T17:17:44Z,16059,424,2026-08-21T00:26:38Z,Rust,6554,8249
Homebrew/brew,49222,2016-03-06T05:08:38Z,15257,509,2026-08-20T21:03:38Z,Ruby,5277,5277
x64dbg/x64dbg,49206,2015-04-11T20:48:23Z,825,6,2026-08-15T11:35:51Z,C++,2150,2722
GokuMohandas/Made-With-ML,49171,2018-11-05T03:44:27Z,147,1,2026-03-04T23:44:21Z,Jupyter Notebook,59,77
apple/container,49156,2025-05-30T21:26:05Z,735,20,2026-08-20T22:41:02Z,Swift,572,868
calesthio/OpenMontage,49113,2026-03-29T15:23:22Z,93,0,2026-08-18T15:50:54Z,Python,49,129
JuliaLang/julia,49022,2011-04-21T07:01:50Z,27812,203,2026-08-20T22:42:40Z,Julia,22517,26136
bigskysoftware/htmx,48986,2020-04-13T16:17:51Z,1190,32,2026-08-20T23:41:56Z,JavaScript,1123,1740
metabase/metabase,48855,2015-02-02T19:25:47Z,46186,822,2026-08-21T00:25:17Z,Clojure,21970,25718
akullpp/awesome-java,48800,2014-07-09T10:12:43Z,808,0,2026-08-19T18:23:37Z,,145,145
tmux/tmux,48750,2015-06-03T23:32:55Z,37,44,2026-08-20T12:57:30Z,C,4129,4144
algorithm-visualizer/algorithm-visualizer,48682,2016-05-15T00:27:45Z,183,0,2024-06-09T06:54:22Z,JavaScript,77,126
iamkun/dayjs,48665,2018-04-10T09:26:44Z,730,129,2026-08-18T04:15:17Z,JavaScript,880,1848
upscayl/upscayl,48647,2022-07-30T17:19:20Z,106,29,2026-08-20T01:28:53Z,TypeScript,1025,1079
DovAmir/awesome-design-patterns,48633,2018-06-04T17:47:48Z,30,0,2024-10-25T19:57:00Z,,6,17
mudler/LocalAI,48601,2023-03-18T22:58:02Z,6737,136,2026-08-20T20:59:48Z,Go,1512,1611
KRTirtho/spotube,48545,2021-02-14T03:17:58Z,261,44,2026-08-16T09:07:33Z,Dart,1309,2118
nilbuild/design-patterns-for-humans,48463,2017-02-16T21:24:39Z,50,0,2024-12-02T04:54:48Z,,47,52
type-challenges/type-challenges,48453,2020-07-23T14:33:11Z,600,0,2026-05-16T14:20:30Z,TypeScript,4092,37285
Aider-AI/aider,48360,2023-05-09T18:57:49Z,288,93,2026-05-22T14:02:20Z,Python,3018,4360
brillout/awesome-react-components,48238,2016-06-24T15:19:33Z,343,0,2026-01-26T16:36:45Z,,45,61
hugohe3/ppt-master,48234,2025-12-10T06:54:33Z,32,22,2026-08-20T15:02:22Z,Python,119,124
ReactiveX/RxJava,48205,2013-01-08T20:11:48Z,3590,267,2026-08-20T08:46:10Z,Java,3275,3285
slidevjs/slidev,48167,2021-04-24T01:25:23Z,901,430,2026-08-19T06:22:42Z,TypeScript,1195,1379
moeru-ai/airi,48159,2024-12-01T16:33:36Z,1239,81,2026-08-20T21:32:23Z,TypeScript,451,538
router-for-me/CLIProxyAPI,48095,2025-07-01T19:43:27Z,697,818,2026-08-20T20:16:16Z,Go,2516,2587
pixijs/pixijs,48039,2013-01-21T22:40:50Z,3887,309,2026-08-20T18:16:47Z,TypeScript,5843,6134
moment/moment,47914,2011-03-01T02:46:06Z,760,1,2026-08-20T21:23:36Z,JavaScript,4009,4165
HKUDS/CLI-Anything,47886,2026-03-08T13:52:57Z,187,3,2026-08-13T04:30:15Z,Python,77,129
karan/Projects,47884,2013-07-04T13:37:27Z,19,0,2024-08-14T19:06:05Z,,39,98
calcom/cal.diy,47836,2021-03-22T13:47:42Z,13099,611,2026-08-08T17:13:42Z,TypeScript,8270,9389
microsoft/qlib,47795,2020-08-14T06:46:00Z,756,23,2026-07-23T08:15:29Z,Python,769,1071
lukasz-madon/awesome-remote-job,47769,2015-01-02T00:31:34Z,628,0,2026-08-16T19:35:44Z,,75,95
gogs/gogs,47747,2014-02-12T01:57:08Z,1958,98,2026-08-06T12:32:28Z,Go,4269,5209
bevyengine/bevy,47723,2020-01-18T21:13:55Z,8646,58,2026-08-21T00:13:05Z,Rust,5809,8641
minimaxir/big-list-of-naughty-strings,47708,2015-08-08T20:57:20Z,89,0,2024-04-18T03:26:59Z,Python,32,101
discourse/discourse,47686,2013-01-12T00:25:55Z,37259,1,2026-08-21T00:28:35Z,Ruby,0,0
prisma/prisma,47575,2019-06-20T13:33:47Z,7062,254,2026-08-20T17:31:02Z,TypeScript,9559,12020
oobabooga/textgen,47555,2022-12-21T04:17:37Z,1273,113,2026-08-17T17:38:16Z,Python,3397,4198
GitHubDaily/GitHubDaily,47517,2018-12-30T13:56:58Z,3,0,2025-12-31T18:59:20Z,,196,967
acmesh-official/acme.sh,47499,2015-12-26T12:56:33Z,1627,48,2026-08-20T00:40:55Z,Shell,3666,3704
jeecgboot/JeecgBoot,47420,2018-11-26T10:40:00Z,133,65,2026-08-20T11:23:57Z,Java,8478,8495
coreybutler/nvm-windows,47407,2014-09-20T16:37:28Z,107,23,2026-04-17T17:58:18Z,Go,910,969
dypsilon/frontend-dev-bookmarks,47403,2013-06-22T13:23:55Z,129,1,2024-05-21T10:56:58Z,,82,117
rohitg00/ai-engineering-from-scratch,47370,2026-03-18T18:38:02Z,185,2,2026-08-10T07:05:52Z,Python,41,74
slab/quill,47307,2012-07-30T23:23:18Z,382,95,2025-07-25T06:09:23Z,TypeScript,3270,3848
HKUDS/nanobot,47231,2026-02-01T07:16:15Z,1522,19,2026-08-20T19:10:54Z,Python,1256,1455
typescript-cheatsheets/react,47097,2018-06-02T04:08:16Z,387,0,2026-05-29T19:52:44Z,TypeScript,225,225
multica-ai/multica,47076,2026-01-13T17:59:46Z,3225,143,2026-08-20T18:14:24Z,Go,1469,2232
elder-plinius/CL4R1T4S,47067,2025-03-04T20:03:16Z,0,0,2026-08-15T02:33:56Z,,8,79
lysine-dev/okhttp,47050,2012-07-23T13:42:55Z,4162,0,2026-08-20T21:12:29Z,Kotlin,4213,4302
gedoor/legado,47018,2019-05-22T04:18:58Z,0,0,2026-05-27T08:41:54Z,Kotlin,0,0
KeygraphHQ/shannon,46969,2025-09-27T01:51:47Z,128,19,2026-08-20T18:47:32Z,TypeScript,124,139
v2ray/v2ray-core,46933,2015-09-04T11:42:53Z,203,247,2026-07-13T03:22:29Z,Go,2597,2600
serverless/serverless,46917,2015-04-21T03:48:40Z,5142,494,2026-08-20T16:14:13Z,JavaScript,5525,6634
kepano/obsidian-skills,46916,2026-01-02T21:45:11Z,16,0,2026-06-08T16:12:01Z,,20,46
exo-explore/exo,46903,2024-06-24T18:36:22Z,770,16,2026-06-23T18:59:18Z,Python,740,931
Asabeneh/30-Days-Of-JavaScript,46722,2019-12-23T14:07:40Z,100,0,2025-12-06T11:12:48Z,JavaScript,62,180
hiroi-sora/Umi-OCR,46700,2022-03-28T04:01:46Z,58,31,2025-11-20T14:58:13Z,Python,518,870
SimplifyJobs/Summer2027-Internships,46623,2020-05-23T20:53:18Z,1675,0,2026-08-21T00:01:04Z,Python,7562,7659
zhayujie/CowAgent,46603,2022-08-07T08:33:41Z,411,80,2026-08-20T14:42:32Z,Python,2174,2194
microsoft/monaco-editor,46564,2016-06-07T16:56:31Z,668,189,2026-08-18T18:33:20Z,JavaScript,3244,4015
apache/airflow,46561,2015-04-13T18:04:58Z,39753,126,2026-08-20T23:48:10Z,Python,13930,15034
usebruno/bruno,46436,2022-09-27T20:51:45Z,2674,172,2026-08-20T14:57:43Z,JavaScript,3083,4384
LeCoupa/awesome-cheatsheets,46383,2017-11-09T02:47:15Z,175,0,2026-04-12T17:26:10Z,JavaScript,61,102
Alishahryar1/free-claude-code,46321,2026-01-28T19:02:30Z,322,0,2026-08-20T23:14:06Z,Python,496,731
9001/copyparty,46319,2019-05-26T15:28:33Z,211,346,2026-08-17T22:17:30Z,Python,783,1002
docker/awesome-compose,46135,2020-02-13T08:51:42Z,153,0,2026-08-15T19:45:19Z,HTML,47,152
ziishaned/learn-regex,46080,2017-07-22T12:21:03Z,132,0,2025-08-25T23:17:54Z,,36,87
iina/iina,46032,2016-12-19T07:18:45Z,1019,51,2026-08-20T18:30:50Z,Swift,2682,4497
RocketChat/Rocket.Chat,46011,2015-05-19T07:36:09Z,16935,1000,2026-08-20T21:43:28Z,TypeScript,14616,17111
jgm/pandoc,45958,2010-03-20T20:34:23Z,1802,158,2026-08-20T21:54:40Z,Haskell,7367,8340
coqui-ai/TTS,45922,2020-05-20T15:45:28Z,467,98,2024-08-16T12:07:14Z,Python,1240,1242
cli/cli,45910,2019-10-03T15:24:53Z,3151,201,2026-08-20T23:26:49Z,Go,5318,6327
siyuan-note/siyuan,45908,2020-08-30T09:21:35Z,953,945,2026-08-20T16:47:57Z,TypeScript,17540,17602
helix-editor/helix,45897,2020-06-01T04:26:56Z,4875,30,2026-08-18T23:23:16Z,Rust,4853,5941
DavidHDev/react-bits,45892,2024-08-06T06:54:54Z,214,0,2026-08-15T05:27:08Z,JavaScript,524,526
DIYgod/RSSHub,45820,2018-04-02T14:43:21Z,13177,0,2026-08-20T14:35:19Z,TypeScript,6098,6413
zhongyang219/TrafficMonitor,45801,2017-07-30T02:51:17Z,79,27,2026-08-19T03:31:54Z,C++,741,2069
android/architecture-samples,45795,2016-02-05T13:42:07Z,233,0,2026-08-12T23:40:24Z,Kotlin,350,497
QuantumNous/new-api,45747,2023-11-10T19:33:36Z,1283,512,2026-08-19T08:30:13Z,Go,2628,3346
milvus-io/milvus,45715,2019-09-16T06:43:43Z,26969,170,2026-08-20T22:26:52Z,Go,15710,16665
karanpratapsingh/system-design,45677,2022-08-15T18:59:54Z,14,0,2026-07-08T00:36:51Z,,21,24
google/zx,45675,2021-05-05T05:50:01Z,617,100,2026-08-14T07:30:27Z,JavaScript,500,521
abhigyanpatwari/GitNexus,45626,2025-08-02T23:20:31Z,1254,0,2026-08-19T20:19:05Z,TypeScript,898,1169
streamlit/streamlit,45577,2019-08-24T00:14:52Z,8380,0,2026-08-21T00:21:39Z,Python,5066,6043
ColorlibHQ/AdminLTE,45546,2013-12-25T02:52:40Z,1583,0,2026-08-20T07:40:52Z,Astro,2933,2933
Leaflet/Leaflet,45499,2010-09-22T16:57:44Z,3327,0,2026-08-17T12:53:01Z,JavaScript,4963,5363
jestjs/jest,45468,2013-12-10T00:18:04Z,5965,0,2026-08-20T08:12:47Z,TypeScript,8078,8217
isocpp/CppCoreGuidelines,45257,2015-08-19T20:22:52Z,830,0,2026-08-06T15:54:13Z,CSS,1000,1237
grpc/grpc,45231,2014-12-08T18:58:53Z,20867,0,2026-08-20T22:57:37Z,C++,11355,12019
sickn33/agentic-awesome-skills,45193,2026-01-14T17:48:09Z,794,0,2026-08-20T18:24:50Z,Python,162,162
coreyhaines31/marketingskills,45080,2026-01-15T19:45:23Z,188,0,2026-08-19T18:16:52Z,JavaScript,132,172
GitSquared/edex-ui,45048,2017-01-28T09:35:02Z,399,0,2021-10-19T22:38:47Z,JavaScript,553,559
pyenv/pyenv,45037,2012-08-31T06:57:52Z,1113,0,2026-08-16T22:51:28Z,Shell,1856,1908
MHSanaei/3x-ui,45009,2023-02-09T19:16:57Z,1048,0,2026-08-20T21:14:22Z,Go,4157,4263
fastapi/full-stack-fastapi-template,44990,2019-02-23T15:08:34Z,727,0,2026-08-17T08:38:42Z,TypeScript,441,441
react-hook-form/react-hook-form,44824,2019-03-05T23:47:10Z,2316,0,2026-08-21T00:24:02Z,TypeScript,5001,5002
meteor/meteor,44809,2012-01-19T01:58:17Z,2930,0,2026-08-20T22:21:02Z,JavaScript,9114,9331
DataTalksClub/data-engineering-zoomcamp,44782,2021-10-21T09:32:50Z,462,0,2026-08-20T12:07:40Z,Jupyter Notebook,146,146
mitmproxy/mitmproxy,44753,2010-02-16T04:10:13Z,2842,81,2026-08-20T23:12:02Z,Python,3320,3691
sudheerj/reactjs-interview-questions,44738,2018-05-31T17:17:01Z,170,0,2026-08-20T05:50:04Z,JavaScript,110,113
vercel/hyper,44698,2016-07-01T06:01:21Z,3292,88,2026-06-29T11:03:02Z,TypeScript,2882,3826
files-community/Files,44689,2019-01-04T18:19:14Z,5778,141,2026-08-20T23:42:17Z,C#,10908,11350
vnpy/vnpy,44643,2015-03-02T03:36:58Z,1077,67,2026-08-10T01:07:58Z,Python,2171,2187
getsentry/sentry,44584,2010-08-30T22:06:41Z,91209,176,2026-08-21T00:10:29Z,Python,15479,17255
logseq/logseq,44535,2020-05-23T00:06:06Z,3400,153,2026-08-20T16:55:30Z,Clojure,7349,8217
spf13/cobra,44478,2013-09-03T20:40:26Z,631,27,2026-07-11T00:43:07Z,Go,1001,1255
charmbracelet/bubbletea,44467,2020-01-10T21:04:03Z,709,80,2026-08-19T15:32:03Z,Go,337,443
paperless-ngx/paperless-ngx,44448,2022-02-12T21:56:52Z,3556,156,2026-08-20T17:19:49Z,Python,2648,2649
NaiboWang/EasySpider,44378,2020-07-18T02:41:27Z,47,11,2026-08-19T13:19:51Z,JavaScript,497,766
AykutSarac/jsoncrack.com,44310,2022-01-30T15:25:18Z,91,23,2026-08-18T17:35:36Z,TypeScript,260,289
payloadcms/payload,44293,2021-01-05T18:49:45Z,7710,574,2026-08-20T23:19:27Z,TypeScript,4332,4749
sharkdp/fd,44153,2017-05-09T21:27:10Z,775,44,2026-08-11T17:42:55Z,Rust,854,983
janhq/jan,44079,2023-08-17T02:17:10Z,3813,104,2026-08-20T13:30:14Z,TypeScript,3424,3796
parcel-bundler/parcel,44020,2017-08-07T16:36:47Z,2600,52,2026-08-20T04:39:55Z,JavaScript,5080,5539
streamich/react-use,44018,2018-10-27T10:16:05Z,1534,257,2026-06-10T18:51:23Z,TypeScript,247,614
Kong/kong,44009,2014-11-17T23:56:08Z,6532,147,2026-08-16T14:44:43Z,Lua,4537,4614
zen-browser/desktop,44003,2024-03-28T00:05:55Z,1224,186,2026-08-20T23:24:26Z,JavaScript,9114,9688
yangshun/front-end-interview-handbook,43989,2018-01-13T19:40:08Z,356,0,2026-08-13T08:25:31Z,JavaScript,92,103
babel/babel,43986,2014-09-28T13:38:23Z,6739,468,2026-08-16T08:21:06Z,TypeScript,8519,9113
lysine-dev/retrofit,43935,2010-09-06T21:39:43Z,1352,4,2026-08-20T17:41:05Z,Java,2645,2774
astaxie/build-web-application-with-golang,43902,2012-08-02T11:49:35Z,757,0,2024-05-12T00:47:46Z,Go,182,306
apache/spark,43845,2014-02-25T08:00:08Z,8,0,2026-08-21T00:14:08Z,Scala,59,98
DataExpert-io/data-engineer-handbook,43801,2023-11-19T19:47:41Z,181,0,2026-08-03T20:29:57Z,Jupyter Notebook,82,107
aymericdamien/TensorFlow-Examples,43736,2015-11-11T14:21:19Z,88,0,2024-07-26T19:46:13Z,Jupyter Notebook,71,239
ccxt/ccxt,43678,2017-05-14T15:41:56Z,15604,248,2026-08-20T13:57:54Z,Python,11314,11544
ray-project/ray,43570,2016-10-25T19:38:30Z,32185,128,2026-08-20T23:20:40Z,Python,20093,22968
juspay/hyperswitch,43526,2022-10-17T11:18:28Z,7609,158,2026-08-21T00:21:41Z,Rust,2853,4192
colinhacks/zod,43499,2020-03-07T20:59:08Z,1160,205,2026-08-20T16:45:34Z,TypeScript,3096,3152
danielmiessler/Fabric,43487,2024-01-03T23:18:31Z,646,423,2026-08-09T20:55:42Z,Go,829,859
gradio-app/gradio,43393,2018-12-19T08:24:04Z,5733,1000,2026-08-21T00:31:41Z,Python,6557,6716
Light-City/CPlusPlusThings,43367,2019-07-14T08:45:45Z,78,0,2026-05-16T06:05:14Z,C++,223,231
ziglang/zig,43313,2015-08-06T00:51:28Z,9540,21,2025-11-27T01:42:59Z,Zig,10800,13522
alex/what-happens-when,43295,2013-11-07T04:30:06Z,108,0,2024-08-19T13:02:25Z,,54,300
Unitech/pm2,43268,2013-05-21T03:25:25Z,558,138,2026-07-02T10:09:15Z,JavaScript,4128,5147
Imbad0202/academic-research-skills,43165,2026-02-26T06:31:01Z,412,40,2026-08-20T05:26:10Z,Python,297,316
HeyPuter/puter,43127,2024-03-03T01:44:32Z,2032,22,2026-08-21T00:21:11Z,TypeScript,1218,1225
zbezj/HEU_KMS_Activator,43116,2019-06-23T00:49:35Z,0,54,2026-07-06T04:01:22Z,,32,205
mifi/lossless-cut,43074,2016-10-30T10:49:56Z,269,106,2026-08-19T19:07:48Z,TypeScript,1641,1923
FuelLabs/fuels-rs,43062,2021-10-31T22:33:54Z,915,121,2026-06-29T14:14:40Z,Rust,613,663
juanfont/headscale,43037,2020-06-21T09:21:05Z,1349,140,2026-07-30T10:20:13Z,Go,1254,1340
FuelLabs/fuels-ts,43024,2021-09-03T18:11:03Z,1979,156,2026-03-27T18:21:29Z,TypeScript,1400,1457
deepspeedai/DeepSpeed,42971,2020-01-23T18:35:18Z,3174,115,2026-08-21T00:03:23Z,Python,2202,3369
faif/python-patterns,42937,2012-06-06T21:02:35Z,293,0,2026-08-20T09:10:58Z,Python,88,97
